ticker,sector,market_cap,bucket,effective_bucket,distress_type,verdict,status,api_distress,api_fraud,api_high_short,api_recent_raise,short_dtc,effective_reason,note,logic_version,last_processed_utc
TAOP,Unknown,12004962.0,AVOID,AVOID,cash_burn,AVOID_unconfirmed,done,0,0,0,0,4.16,,no API distress/short signal (coverage may be thin),v1-2026-06-09,2026-06-09T16:04:40Z
BFRI,Health Care,11971127.0,AVOID,AVOID,cash_burn,AVOID_unconfirmed,done,0,0,0,0,1.0,,no API distress/short signal (coverage may be thin),v1-2026-06-09,2026-06-09T16:04:40Z
NVNI,Unknown,11925975.0,CLEAR,WATCH,,UNDERFLAG_distress_event,done,1,0,0,0,2.65,promoted — ≥2 live distress (going-concern/Ch11/default) news articles,3 live news articles show a distress event the screen missed | BK:NVNI Group Receives Nasdaq Notification of Non-Compliance with Listing Rule 5250(c)(2),v1-2026-06-09,2026-06-09T16:04:40Z
EDUC,Industrials,11830796.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,1.0,,,v1-2026-06-09,2026-06-09T16:04:40Z
DKI,Information Technology,11820713.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
SURG,Communication Services,11807291.0,AVOID,AVOID,insolvency,AVOID_unconfirmed,done,0,0,0,1,2.41,,no API distress/short signal (coverage may be thin) | RAISE:SurgePays Announces Proposed Underwritten Public Offering,v1-2026-06-09,2026-06-09T16:04:40Z
ICU,Health Care,11751186.0,AVOID,AVOID,cash_burn,AVOID_unconfirmed,done,0,1,0,0,1.74,,"no API distress/short signal (coverage may be thin) | FR:SeaStar Medical to Restate Financials, Sets Business Update Call for April 17",v1-2026-06-09,2026-06-09T16:04:40Z
AQMS,Materials,11733401.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
BCDA,Health Care,11715965.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
ZSTK,Industrials,11714871.0,AVOID,AVOID,cash_burn,AVOID_unconfirmed,done,0,0,0,0,1.23,,no API distress/short signal (coverage may be thin),v1-2026-06-09,2026-06-09T16:04:40Z
TOVX,Health Care,11711809.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
HCWB,Health Care,11672674.0,AVOID,WATCH,cash_burn,OVERFLAG_recent_raise,done,0,0,0,1,1.0,downgraded from AVOID — recent capital raise extends runway / no event found,recent capital raise extends runway | RAISE:HCW Biologics Announces Pricing of $1.5 Million Follow-On Offering Priced At-The-Market Under NASDAQ Rules,v1-2026-06-09,2026-06-09T16:04:40Z
HKPD,Unknown,11627793.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
MTEK,Unknown,11541365.0,AVOID,WATCH,cash_burn,OVERFLAG_recent_raise,done,0,0,0,1,1.0,downgraded from AVOID — recent capital raise extends runway / no event found,recent capital raise extends runway | RAISE:Maris-Tech Announces $2.0 Million Registered Direct Offering,v1-2026-06-09,2026-06-09T16:04:40Z
XWEL,Unknown,11484202.0,AVOID,AVOID,insolvency,CORROBORATED,done,1,0,0,0,3.9,API event/short-interest confirms the fundamentals AVOID,"API distress/short-interest confirms | BK:XWELL, Inc. Granted 180-Day Extension by NASDAQ to Regain Compliance with Minimum Bid Price Rule",v1-2026-06-09,2026-06-09T16:04:40Z
FGI,Materials,11471750.0,DISTRESSED-RECOVERABLE,DISTRESSED-RECOVERABLE,,AGREE,done,0,0,0,0,1.0,,,v1-2026-06-09,2026-06-09T16:04:40Z
CABR,Materials,11455297.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
HCAI,Unknown,11446873.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
PMNT,Consumer Discretionary,11311484.0,AVOID,AVOID,cash_burn,AVOID_unconfirmed,done,0,0,0,0,4.25,,no API distress/short signal (coverage may be thin),v1-2026-06-09,2026-06-09T16:04:40Z
NXL,Health Care,11280845.0,AVOID,WATCH,cash_burn,OVERFLAG_recent_raise,done,0,0,0,1,6.12,downgraded from AVOID — recent capital raise extends runway / no event found,recent capital raise extends runway | RAISE:Nexalin Technology Announces Closing of Previously Announced $5.0 Million Underwritten Public Offering,v1-2026-06-09,2026-06-09T16:04:40Z
SOAR,Industrials,11279655.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,1.0,,,v1-2026-06-09,2026-06-09T16:04:40Z
AIRE,Real Estate,11265977.0,WATCH,WATCH,,AGREE,done,0,0,0,1,1.83,, | RAISE:reAlpha Tech Corp. Announces Closing of $2 Million Public Offering,v1-2026-06-09,2026-06-09T16:04:40Z
AMOD,Financials,11255945.0,AVOID,AVOID,insolvency,AVOID_unconfirmed,done,0,0,0,0,1.0,,no API distress/short signal (coverage may be thin),v1-2026-06-09,2026-06-09T16:04:40Z
ATER,Information Technology,11251666.0,AVOID,AVOID,cash_burn,CORROBORATED,done,1,0,0,1,1.0,API event/short-interest confirms the fundamentals AVOID,API distress/short-interest confirms | BK:Aterian Receives Extension To Regain Compliance With Nasdaq Minimum Bid Price Rule,v1-2026-06-09,2026-06-09T16:04:40Z
CCHH,Consumer Discretionary,11185100.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
TDTH,Unknown,11183691.0,AVOID,AVOID,insolvency,CORROBORATED,done,1,0,0,0,1.04,API event/short-interest confirms the fundamentals AVOID,API distress/short-interest confirms | BK:Trident Announces Receipt of Nasdaq Determination Letter and Intent to Request Hearing,v1-2026-06-09,2026-06-09T16:04:40Z
LNAI,Health Care,11108031.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
KPRX,Health Care,11079850.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
GAUZ,Unknown,11056576.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
QH,Unknown,11039918.0,AVOID,AVOID,cash_burn,CORROBORATED,done,1,0,0,0,1.0,API event/short-interest confirms the fundamentals AVOID,API distress/short-interest confirms | BK:Why Target Shares Are Trading Lower By 14%? Here Are 56 Stocks Moving In Wednesday's Mid-Day Session,v1-2026-06-09,2026-06-09T16:04:40Z
SNBR,Consumer Discretionary,11008203.0,AVOID,AVOID,insolvency,AVOID_unconfirmed,done,0,0,0,0,5.42,,no API distress/short signal (coverage may be thin),v1-2026-06-09,2026-06-09T16:04:40Z
MTEX,Materials,10999119.0,WATCH,WATCH,,AGREE,done,0,0,0,0,1.0,,,v1-2026-06-09,2026-06-09T16:04:40Z
WGRX,Industrials,10933399.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
JTAI,Industrials,10805079.0,AVOID,WATCH,cash_burn,OVERFLAG_recent_raise,done,0,0,0,1,1.0,downgraded from AVOID — recent capital raise extends runway / no event found,recent capital raise extends runway | RAISE:Jet.AI Withdraws Public Offering,v1-2026-06-09,2026-06-09T16:04:40Z
SDOT,Consumer Discretionary,10671060.0,AVOID,AVOID,insolvency,AVOID_unconfirmed,done,0,0,0,0,1.0,,no API distress/short signal (coverage may be thin),v1-2026-06-09,2026-06-09T16:04:40Z
MBAI,Unknown,10667895.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
NXTC,Health Care,10655683.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
JUNS,Health Care,10512978.0,AVOID,AVOID,insolvency,AVOID_unconfirmed,done,0,0,0,1,1.18,,no API distress/short signal (coverage may be thin) | RAISE:Jupiter Neurosciences Announces Pricing of $2.0 Million Registered Direct Offering,v1-2026-06-09,2026-06-09T16:04:40Z
BANL,Industrials,10430298.0,CLEAR,CLEAR,,AGREE,done,0,0,0,1,1.09,, | RAISE:Lithium Ionic Announces Closing of Final Tranche of Oversubscribed Non-Brokered Private Placement,v1-2026-06-09,2026-06-09T16:04:40Z
LOBO,Unknown,10339927.0,AVOID,AVOID,cash_burn,CORROBORATED,done,1,0,0,1,1.0,API event/short-interest confirms the fundamentals AVOID,API distress/short-interest confirms | BK:LOBO Announces Receipt of Nasdaq Minimum Bid Price Notification,v1-2026-06-09,2026-06-09T16:04:40Z
WFF,Unknown,10327937.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
BRTX,Health Care,10318660.0,AVOID,WATCH,cash_burn,OVERFLAG_recent_raise,done,0,0,0,1,1.0,downgraded from AVOID — recent capital raise extends runway / no event found,recent capital raise extends runway | RAISE:BioRestorative Announces Closing of $5.0 Million Public Offering,v1-2026-06-09,2026-06-09T16:04:40Z
RIME,Information Technology,10289114.0,AVOID,AVOID,insolvency,AVOID_unconfirmed,done,0,0,0,1,1.0,,"no API distress/short signal (coverage may be thin) | RAISE:Univest Securities, LLC Announces Closing of $9.5 Million Public Offering for its Client Algorhythm Holdings, Inc. (NASDAQ: RIME)",v1-2026-06-09,2026-06-09T16:04:40Z
BTCT,Financials,10278333.0,WATCH,WATCH,,AGREE,done,0,0,0,0,3.64,,,v1-2026-06-09,2026-06-09T16:04:40Z
BMGL,Health Care,10228841.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
INTS,Health Care,10189631.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
OST,Unknown,10108845.0,DISTRESSED-RECOVERABLE,AVOID,,UNDERFLAG_distress_event,done,1,0,1,1,999.99,promoted — ≥2 live distress (going-concern/Ch11/default) news articles,2 live news articles show a distress event the screen missed | BK:Ostin Technology Group Announces Update to Effective Date of Reverse Share Split,v1-2026-06-09,2026-06-09T16:04:40Z
RVSN,Unknown,10062318.0,WATCH,WATCH,,AGREE,done,0,0,0,0,6.23,,,v1-2026-06-09,2026-06-09T16:04:40Z
BTTC,Unknown,10020398.0,SKIP_no_data,,,SKIP,skip,,,,,,,no cached fundamentals/context,v1-2026-06-09,2026-06-09T16:04:40Z
ARBB,Information Technology,9903086.0,WATCH,WATCH,,NEWS_NOTE,done,1,0,0,1,1.0,single news mention (kept screen bucket; investigate),single news mention of distress/fraud (investigate; not a screen error) | BK:ARB IOT Group Limited Receives Nasdaq Notification Regarding Minimum Bid Price Deficiency,v1-2026-06-09,2026-06-09T16:04:40Z
JBDI,Unknown,9895113.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
CVR,Industrials,9850971.0,AVOID,AVOID,cash_burn,AVOID_unconfirmed,done,0,0,0,0,1.6,,no API distress/short signal (coverage may be thin),v1-2026-06-09,2026-06-09T16:04:40Z
SKK,Unknown,9819203.0,AVOID,WATCH,cash_burn,OVERFLAG_recent_raise,done,0,0,0,1,1.0,downgraded from AVOID — recent capital raise extends runway / no event found,recent capital raise extends runway | RAISE:Skk Holdings Limited Announces Closing of $10.0 Million Initial Public Offering,v1-2026-06-09,2026-06-09T16:04:40Z
CGTL,Industrials,9783217.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
HTOO,Unknown,9628727.0,AVOID,AVOID,cash_burn,CORROBORATED,done,1,0,0,0,1.0,API event/short-interest confirms the fundamentals AVOID,API distress/short-interest confirms | BK:Fusion Fuel Green PLC Announces Forthcoming Annual General Meeting,v1-2026-06-09,2026-06-09T16:04:40Z
CDTG,Utilities,9606780.0,AVOID,WATCH,cash_burn,OVERFLAG_recent_raise,done,0,0,0,1,1.0,downgraded from AVOID — recent capital raise extends runway / no event found,recent capital raise extends runway | RAISE:CDT Environmental Technology Investment Holdings Limited Announces Closing of Initial Public Offering,v1-2026-06-09,2026-06-09T16:04:40Z
AWX,Utilities,9592603.0,DISTRESSED-RECOVERABLE,DISTRESSED-RECOVERABLE,,AGREE,done,0,0,0,0,1.0,,,v1-2026-06-09,2026-06-09T16:04:40Z
MSAI,Health Care,9511534.0,WATCH,WATCH,,AGREE,done,0,0,0,0,2.79,,,v1-2026-06-09,2026-06-09T16:04:40Z
KAPA,Health Care,9420928.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
GVH,Unknown,9398826.0,CLEAR,CLEAR,,AGREE,done,0,0,0,1,1.0,," | RAISE:Univest Securities, LLC Announces Closing of $1.4 Million Registered Direct Offering for its Client Globavend Holdings Limited (NA",v1-2026-06-09,2026-06-09T16:04:40Z
SFHG,Unknown,9338000.0,AVOID,WATCH,cash_burn,OVERFLAG_recent_raise,done,0,0,0,1,1.0,downgraded from AVOID — recent capital raise extends runway / no event found,recent capital raise extends runway | RAISE:Samfine Creation Holdings Group Limited Announced Closing of Initial Public Offering,v1-2026-06-09,2026-06-09T16:04:40Z
FEBO,Unknown,9292500.0,CLEAR,CLEAR,,AGREE,done,0,0,1,1,15.62,, | RAISE:Fenbo Holdings Limited Announces Closing of Its Initial Public Offering,v1-2026-06-09,2026-06-09T16:04:40Z
CETY,Utilities,9245024.0,AVOID,WATCH,cash_burn,OVERFLAG_recent_raise,done,0,0,0,1,1.0,downgraded from AVOID — recent capital raise extends runway / no event found,recent capital raise extends runway | RAISE:Clean Energy Technologies Announces Closing of $3.9 Million Public Offering and Uplisting to Nasdaq Capital Market,v1-2026-06-09,2026-06-09T16:04:40Z
ERNA,Health Care,9202367.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
APRE,Health Care,9180590.0,AVOID,WATCH,cash_burn,OVERFLAG_recent_raise,done,0,0,0,1,1.0,downgraded from AVOID — recent capital raise extends runway / no event found,recent capital raise extends runway | RAISE:Aprea Therapeutics Announces Private Placement Financing of up to $34.0 Million,v1-2026-06-09,2026-06-09T16:04:40Z
KXIN,Consumer Discretionary,9145304.0,AVOID,AVOID,cash_burn,CORROBORATED,done,1,0,0,0,1.0,API event/short-interest confirms the fundamentals AVOID,API distress/short-interest confirms | BK:Kaixin Auto Holdings Announces Receipt of Nasdaq Letter Regarding Minimum Bid Price,v1-2026-06-09,2026-06-09T16:04:40Z
RAY,Unknown,9135761.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
CLWT,Industrials,9116101.0,WATCH,WATCH,,AGREE,done,0,0,0,0,2.51,,,v1-2026-06-09,2026-06-09T16:04:40Z
INEO,Unknown,9093292.0,DISTRESSED-RECOVERABLE,DISTRESSED-RECOVERABLE,,AGREE,done,0,0,0,0,1.0,,,v1-2026-06-09,2026-06-09T16:04:40Z
OLOX,Industrials,9083962.0,AVOID,AVOID,insolvency,AVOID_unconfirmed,done,0,0,0,0,1.94,,no API distress/short signal (coverage may be thin),v1-2026-06-09,2026-06-09T16:04:40Z
QNRX,Health Care,9017796.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
ETS,Industrials,8876553.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
VRME,Financials,8872424.0,DISTRESSED-RECOVERABLE,DISTRESSED-RECOVERABLE,,AGREE,done,0,0,0,0,1.57,,,v1-2026-06-09,2026-06-09T16:04:40Z
AMS,Health Care,8811250.0,DISTRESSED-RECOVERABLE,DISTRESSED-RECOVERABLE,,AGREE,done,0,0,0,0,1.0,,,v1-2026-06-09,2026-06-09T16:04:40Z
ACON,Health Care,8790232.0,AVOID,WATCH,cash_burn,OVERFLAG_recent_raise,done,0,0,0,1,4.02,downgraded from AVOID — recent capital raise extends runway / no event found,"recent capital raise extends runway | RAISE:Aclarion Raises $10.4 Million, Sharpens Focus On Nociscan Rollout",v1-2026-06-09,2026-06-09T16:04:40Z
SMTK,Information Technology,8765067.0,AVOID,AVOID,insolvency,AVOID_unconfirmed,done,0,0,0,0,1.0,,no API distress/short signal (coverage may be thin),v1-2026-06-09,2026-06-09T16:04:40Z
BOLT,Health Care,8762345.0,AVOID,AVOID,cash_burn,CORROBORATED,done,1,0,0,0,1.0,API event/short-interest confirms the fundamentals AVOID,API distress/short-interest confirms | BK:Bolt Biotherapeutics faces Nasdaq delisting risk By Investing.com - Investing.com Australia,v1-2026-06-09,2026-06-09T16:04:40Z
LIQT,Industrials,8754100.0,AVOID,WATCH,cash_burn,OVERFLAG_recent_raise,done,0,0,0,1,3.63,downgraded from AVOID — recent capital raise extends runway / no event found,recent capital raise extends runway | RAISE:LiqTech International Announces Pricing of $20 Million Underwritten Public Offering of Common Stock,v1-2026-06-09,2026-06-09T16:04:40Z
YHGJ,Materials,8740967.0,AVOID,AVOID,cash_burn,AVOID_unconfirmed,done,0,0,0,0,1.0,,no API distress/short signal (coverage may be thin),v1-2026-06-09,2026-06-09T16:04:40Z
SKYQ,Utilities,8726256.0,AVOID,AVOID,cash_burn,AVOID_unconfirmed,done,0,0,0,0,1.0,,no API distress/short signal (coverage may be thin),v1-2026-06-09,2026-06-09T16:04:40Z
IMNN,Health Care,8656363.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
GOVX,Health Care,8597267.0,AVOID,AVOID,cash_burn,CORROBORATED,done,1,0,0,0,1.0,API event/short-interest confirms the fundamentals AVOID,API distress/short-interest confirms | BK:GeoVax Announces 1-for-15 Reverse Stock Split to Regain Compliance with Nasdaq Minimum Bid Requirement,v1-2026-06-09,2026-06-09T16:04:40Z
TKLF,Unknown,8592545.0,WATCH,WATCH,,NEWS_NOTE,done,1,0,1,1,14.88,single news mention (kept screen bucket; investigate),"single news mention of distress/fraud (investigate; not a screen error) | BK:Yoshitsu Co., Ltd Receives Nasdaq Notification Letter Regarding Minimum Bid Price Deficiency",v1-2026-06-09,2026-06-09T16:04:40Z
CURX,Health Care,8587266.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
AIDX,Industrials,8510445.0,SKIP_no_data,,,SKIP,skip,,,,,,,no cached fundamentals/context,v1-2026-06-09,2026-06-09T16:04:40Z
CMCT,Financials,8498089.0,WATCH,WATCH,,AGREE,done,0,0,0,0,2.18,,,v1-2026-06-09,2026-06-09T16:04:40Z
INTJ,Unknown,8487000.0,WATCH,WATCH,,AGREE,done,0,0,0,0,1.37,,,v1-2026-06-09,2026-06-09T16:04:40Z
SMX,Unknown,8482500.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
NCL,Materials,8468334.0,AVOID,WATCH,cash_burn,OVERFLAG_recent_raise,done,0,0,0,1,1.0,downgraded from AVOID — recent capital raise extends runway / no event found,"recent capital raise extends runway | RAISE:Northann Corp. Announces Closing of $6,000,000 Initial Public Offering",v1-2026-06-09,2026-06-09T16:04:40Z
CLRO,Information Technology,8444135.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
DSY,Materials,8410815.0,AVOID,AVOID,cash_burn,AVOID_unconfirmed,done,0,0,0,0,3.45,,no API distress/short signal (coverage may be thin),v1-2026-06-09,2026-06-09T16:04:40Z
AKAN,Materials,8352953.0,AVOID,WATCH,cash_burn,OVERFLAG_recent_raise,done,0,0,0,1,1.0,downgraded from AVOID — recent capital raise extends runway / no event found,"recent capital raise extends runway | RAISE:Akanda Corp. Announces Pricing Of IPO, Set To Commence Trading On NASDAQ",v1-2026-06-09,2026-06-09T16:04:40Z
RETO,Unknown,8306730.0,AVOID,AVOID,cash_burn,AVOID_unconfirmed,done,0,0,0,0,1.64,,no API distress/short signal (coverage may be thin),v1-2026-06-09,2026-06-09T16:04:40Z
BGMS,Health Care,8279184.0,AVOID,AVOID,cash_burn,AVOID_unconfirmed,done,0,0,0,0,1.0,,no API distress/short signal (coverage may be thin),v1-2026-06-09,2026-06-09T16:04:40Z
CSAI,Information Technology,8272229.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
APM,Health Care,8225194.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
MSN,Information Technology,8206634.0,WATCH,WATCH,,AGREE,done,0,0,0,0,1.71,,,v1-2026-06-09,2026-06-09T16:04:40Z
YYAI,Information Technology,8175633.0,WATCH,AVOID,,UNDERFLAG_distress_event,done,1,0,0,0,2.37,promoted — ≥2 live distress (going-concern/Ch11/default) news articles,2 live news articles show a distress event the screen missed | BK:Connexa Announces 1:20 Reverse Split to Remedy Bid Price Delisting Notice,v1-2026-06-09,2026-06-09T16:04:40Z
AIXI,Information Technology,8147204.0,AVOID,AVOID,insolvency,AVOID_unconfirmed,done,0,0,0,0,1.0,,no API distress/short signal (coverage may be thin),v1-2026-06-09,2026-06-09T16:04:40Z
SNES,Materials,8114241.0,AVOID,AVOID,cash_burn,AVOID_unconfirmed,done,0,0,0,0,1.0,,no API distress/short signal (coverage may be thin),v1-2026-06-09,2026-06-09T16:04:40Z
DLXY,Industrials,8093250.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
PBM,Unknown,8049507.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
CREG,Industrials,7941180.0,DISTRESSED-RECOVERABLE,DISTRESSED-RECOVERABLE,,AGREE,done,0,0,0,1,1.0,," | RAISE:Univest Securities, LLC Announces Closing of $2 Million Registered Direct Offering for its Client Smart Powerr Corp. (NASDAQ: CREG",v1-2026-06-09,2026-06-09T16:04:40Z
YJ,Unknown,7928149.0,WATCH,WATCH,,AGREE,done,0,0,0,0,5.39,,,v1-2026-06-09,2026-06-09T16:04:40Z
MASK,Unknown,7901976.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
AMST,Information Technology,7901530.0,AVOID,WATCH,cash_burn,OVERFLAG_recent_raise,done,0,0,0,1,2.03,downgraded from AVOID — recent capital raise extends runway / no event found,recent capital raise extends runway | RAISE:Amesite Announces Closing of Up To $7.8 Million Concurrent Registered Direct Offering and Private Placements Priced At-the-Market ,v1-2026-06-09,2026-06-09T16:04:40Z
WKSP,Industrials,7869807.0,AVOID,AVOID,cash_burn,CORROBORATED,done,1,0,0,1,1.69,API event/short-interest confirms the fundamentals AVOID,API distress/short-interest confirms | BK:Worksport Announces 1-for-10 Reverse Stock Split as Part of Nasdaq Compliance Plan,v1-2026-06-09,2026-06-09T16:04:40Z
BIAF,Industrials,7845387.0,AVOID,AVOID,cash_burn,AVOID_unconfirmed,done,0,0,0,0,1.89,,no API distress/short signal (coverage may be thin),v1-2026-06-09,2026-06-09T16:04:40Z
NDRA,Health Care,7819003.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
MYSE,Communication Services,7814466.0,AVOID,AVOID,cash_burn,AVOID_unconfirmed,done,0,0,0,0,1.27,,no API distress/short signal (coverage may be thin),v1-2026-06-09,2026-06-09T16:04:40Z
FBGL,Industrials,7796250.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
CNEY,Materials,7793141.0,AVOID,AVOID,cash_burn,AVOID_unconfirmed,done,0,0,0,0,3.66,,no API distress/short signal (coverage may be thin),v1-2026-06-09,2026-06-09T16:04:40Z
HWH,Industrials,7775455.0,AVOID,AVOID,cash_burn,AVOID_unconfirmed,done,0,0,0,0,1.0,,no API distress/short signal (coverage may be thin),v1-2026-06-09,2026-06-09T16:04:40Z
VSEE,Health Care,7727307.0,AVOID,AVOID,cash_burn,AVOID_unconfirmed,done,0,0,0,0,1.42,,no API distress/short signal (coverage may be thin),v1-2026-06-09,2026-06-09T16:04:40Z
DFSC,Information Technology,7715332.0,AVOID,AVOID,cash_burn,AVOID_unconfirmed,done,0,0,0,0,1.0,,no API distress/short signal (coverage may be thin),v1-2026-06-09,2026-06-09T16:04:40Z
KITT,Industrials,7704504.0,AVOID,AVOID,cash_burn,AVOID_unconfirmed,done,0,0,0,0,1.38,,no API distress/short signal (coverage may be thin),v1-2026-06-09,2026-06-09T16:04:40Z
DEVS,Financials,7684492.0,AVOID,AVOID,insolvency,AVOID_unconfirmed,done,0,0,0,0,1.0,,no API distress/short signal (coverage may be thin),v1-2026-06-09,2026-06-09T16:04:40Z
MIMI,Unknown,7653698.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
CELZ,Health Care,7615136.0,AVOID,AVOID,cash_burn,AVOID_unconfirmed,done,0,0,0,0,3.01,,no API distress/short signal (coverage may be thin),v1-2026-06-09,2026-06-09T16:04:40Z
YCBD,Materials,7595244.0,AVOID,AVOID,cash_burn,AVOID_unconfirmed,done,0,0,0,0,1.65,,no API distress/short signal (coverage may be thin),v1-2026-06-09,2026-06-09T16:04:40Z
HCWC,Consumer Discretionary,7583623.0,DISTRESSED-RECOVERABLE,DISTRESSED-RECOVERABLE,,AGREE,done,0,0,0,1,1.34,, | RAISE:Healthy Choice Wellness Corp. Announces Closing of $4.0 Million Initial Public Offering,v1-2026-06-09,2026-06-09T16:04:40Z
IFBD,Unknown,7533489.0,WATCH,WATCH,,NEWS_NOTE,done,1,0,1,0,31.8,single news mention (kept screen bucket; investigate),single news mention of distress/fraud (investigate; not a screen error) | BK:Why Oncorus Shares Are Trading Lower By 25%; Here Are 20 Stocks Moving Premarket,v1-2026-06-09,2026-06-09T16:04:40Z
PMCB,Health Care,7514954.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
DXST,Utilities,7514530.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
AIM,Health Care,7511861.0,AVOID,AVOID,insolvency,CORROBORATED,done,1,0,0,1,1.0,API event/short-interest confirms the fundamentals AVOID,API distress/short-interest confirms | BK:AIM ImmunoTech Provides Routine Update on Annual Filings,v1-2026-06-09,2026-06-09T16:04:40Z
OXBR,Financials,7451643.0,WATCH,WATCH,,AGREE,done,0,0,0,1,1.0,, | RAISE:Oxbridge Announces Pricing of $3.0 Million Registered Direct Offering and Concurrent Private Placement,v1-2026-06-09,2026-06-09T16:04:40Z
CWD,Real Estate,7439048.0,WATCH,WATCH,,AGREE,done,0,0,0,0,1.0,,,v1-2026-06-09,2026-06-09T16:04:40Z
ADXN,Unknown,7417846.0,SKIP_no_data,,,SKIP,skip,,,,,,,no cached fundamentals/context,v1-2026-06-09,2026-06-09T16:04:40Z
GLE,Unknown,7411500.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
TGL,Industrials,7356432.0,AVOID,WATCH,cash_burn,OVERFLAG_recent_raise,done,0,0,0,1,1.0,downgraded from AVOID — recent capital raise extends runway / no event found,"recent capital raise extends runway | RAISE:Treasure Global Announced Closing of USD 2,500,000 Registered Direct Offering of Common Stock",v1-2026-06-09,2026-06-09T16:04:40Z
